frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,dist_z16,dist_z17,dist_z18,dist_z19,dist_z20,dist_z21,dist_z22,dist_z23,dist_z24,dist_z25,dist_z26,dist_z27,dist_z28,dist_z29,dist_z30,dist_z31,dist_z32,dist_z33,dist_z34,dist_z35,dist_z36,dist_z37,dist_z38,dist_z39,dist_z40,dist_z41,dist_z42,dist_z43,dist_z44,dist_z45,dist_z46,dist_z47,dist_z48,dist_z49,dist_z50,dist_z51,dist_z52,dist_z53,dist_z54,dist_z55,dist_z56,dist_z57,dist_z58,dist_z59,dist_z60,dist_z61,dist_z62,dist_z63,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,sigma_z16,sigma_z17,sigma_z18,sigma_z19,sigma_z20,sigma_z21,sigma_z22,sigma_z23,sigma_z24,sigma_z25,sigma_z26,sigma_z27,sigma_z28,sigma_z29,sigma_z30,sigma_z31,sigma_z32,sigma_z33,sigma_z34,sigma_z35,sigma_z36,sigma_z37,sigma_z38,sigma_z39,sigma_z40,sigma_z41,sigma_z42,sigma_z43,sigma_z44,sigma_z45,sigma_z46,sigma_z47,sigma_z48,sigma_z49,sigma_z50,sigma_z51,sigma_z52,sigma_z53,sigma_z54,sigma_z55,sigma_z56,sigma_z57,sigma_z58,sigma_z59,sigma_z60,sigma_z61,sigma_z62,sigma_z63,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15,status_z16,status_z17,status_z18,status_z19,status_z20,status_z21,status_z22,status_z23,status_z24,status_z25,status_z26,status_z27,status_z28,status_z29,status_z30,status_z31,status_z32,status_z33,status_z34,status_z35,status_z36,status_z37,status_z38,status_z39,status_z40,status_z41,status_z42,status_z43,status_z44,status_z45,status_z46,status_z47,status_z48,status_z49,status_z50,status_z51,status_z52,status_z53,status_z54,status_z55,status_z56,status_z57,status_z58,status_z59,status_z60,status_z61,status_z62,status_z63
10,672,677,664,654,662,666,661,648,682,684,678,662,679,656,656,656,689,683,684,681,674,667,669,664,700,688,692,678,679,676,674,664,693,694,691,690,687,680,680,670,714,704,708,697,690,678,683,684,716,713,710,702,712,698,688,690,720,710,714,713,699,700,708,694,5,4,4,5,4,4,4,5,5,4,4,4,5,4,4,4,8,6,4,5,4,4,4,4,5,4,5,4,4,4,4,4,6,4,4,5,5,4,4,4,5,5,5,4,6,4,4,6,5,6,6,6,6,5,6,7,7,9,6,6,7,5,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,672,674,664,662,669,655,649,650,679,671,683,672,661,670,662,660,688,686,673,666,673,671,662,663,692,694,693,680,674,677,666,662,704,697,700,692,692,681,679,676,717,702,712,708,700,685,685,693,716,711,710,703,703,697,686,696,716,704,714,708,704,691,701,696,6,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,6,5,5,4,4,5,5,4,6,5,4,4,4,4,5,5,7,4,5,5,5,4,4,5,6,5,5,6,5,4,5,6,6,7,6,7,5,4,6,7,8,8,5,7,5,6,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,679,677,667,666,658,658,652,660,686,675,670,665,666,659,662,646,691,692,683,680,668,662,661,658,693,694,683,682,679,674,679,671,702,689,687,695,685,688,678,679,703,695,700,699,689,693,679,687,707,709,707,695,698,692,682,678,727,721,720,700,705,700,688,703,5,4,4,4,4,4,4,4,5,4,5,4,4,3,3,3,5,5,3,5,3,4,4,4,6,4,5,4,4,4,5,5,6,4,4,4,5,5,4,5,5,5,5,5,5,5,6,5,6,7,5,5,5,5,5,6,7,8,5,6,7,6,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,687,676,677,659,661,656,653,654,681,681,669,673,667,659,663,666,700,681,683,677,673,669,670,659,704,691,682,680,678,671,668,666,696,698,685,692,686,688,678,672,720,712,700,695,697,684,690,679,719,709,704,705,698,697,699,685,727,717,713,716,713,681,689,697,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,6,6,5,5,4,5,4,4,5,4,5,4,4,5,5,5,8,5,4,5,5,5,5,4,6,6,4,5,7,5,5,6,6,6,6,5,5,5,6,6,7,8,6,9,6,5,6,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,680,668,671,668,661,652,655,656,674,676,671,673,662,665,655,668,684,684,682,668,678,666,668,658,688,702,697,686,680,675,672,668,700,701,688,689,689,681,678,675,710,700,707,696,708,692,688,687,713,693,705,699,703,693,698,691,720,721,713,710,706,701,697,706,6,5,4,4,4,4,4,5,5,4,4,4,4,4,3,4,6,6,4,5,4,4,4,4,6,5,4,4,5,4,5,4,5,5,4,5,5,4,5,5,5,6,5,5,6,4,5,6,6,7,6,6,5,5,5,5,7,7,5,7,6,6,6,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,680,673,664,657,653,656,650,653,701,682,669,678,660,665,659,654,675,695,687,673,664,672,671,655,686,703,691,689,669,676,676,672,697,701,697,687,684,681,677,678,716,714,700,691,683,682,691,681,710,702,701,696,692,690,691,694,717,723,710,708,698,701,696,685,5,4,4,5,4,4,4,5,6,5,5,4,4,4,5,4,7,6,4,5,3,5,4,4,5,5,5,5,4,4,5,5,7,5,4,5,5,4,4,5,6,5,5,5,6,5,4,5,7,6,6,5,5,5,6,6,8,8,5,8,6,6,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,678,674,673,666,663,658,659,650,681,681,673,669,669,658,667,652,687,675,688,673,672,664,662,662,702,699,680,693,682,677,680,665,697,692,697,694,686,678,670,676,704,702,709,695,689,690,665,682,707,716,695,699,692,699,698,694,724,736,710,706,705,699,699,690,6,4,4,4,4,3,4,5,5,4,3,4,4,3,4,3,6,5,4,4,4,4,3,4,5,4,4,5,4,4,4,4,8,4,4,5,5,5,4,5,5,6,5,5,6,4,4,5,5,7,6,5,5,4,5,7,8,8,5,7,6,4,6,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,673,676,674,670,657,659,657,656,671,677,679,664,670,657,662,653,699,684,683,676,672,669,667,667,692,702,681,675,679,679,666,669,705,697,697,693,694,678,674,664,702,698,701,699,684,685,684,681,717,716,707,700,706,685,691,701,715,712,707,706,707,708,700,714,5,6,4,5,3,4,4,5,6,5,4,4,5,4,4,4,6,5,4,5,4,5,3,4,6,5,5,4,4,5,5,5,7,4,4,6,5,5,6,5,5,5,5,5,6,6,5,6,7,8,5,6,5,5,7,7,7,8,5,7,6,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,669,681,669,657,662,661,657,650,688,679,670,674,665,664,662,660,692,683,682,682,670,666,657,656,697,691,687,678,677,678,673,660,695,689,693,688,690,678,678,673,706,702,702,697,690,692,683,677,713,701,703,704,700,696,693,684,733,720,710,713,713,702,701,712,5,4,3,5,3,4,4,5,5,4,4,4,4,4,4,4,5,6,4,4,3,4,4,4,4,4,5,4,4,4,5,5,6,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,6,6,6,5,5,5,6,5,7,8,6,8,5,5,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,680,672,670,670,657,659,655,648,682,687,681,669,658,663,665,656,685,687,673,675,680,666,671,665,692,700,688,676,682,676,678,672,707,699,700,689,688,678,678,667,706,688,698,707,699,696,683,682,714,715,691,705,704,689,683,683,739,719,721,711,710,703,693,696,6,5,4,4,4,4,4,5,5,6,4,4,4,4,4,4,6,6,5,5,4,5,4,4,6,4,5,4,5,5,5,5,6,5,4,5,5,4,5,5,5,5,5,6,7,5,5,6,7,7,6,7,6,5,6,8,7,8,6,8,6,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,673,671,666,660,659,651,653,648,686,677,682,666,670,657,661,658,693,687,673,677,675,669,666,665,698,689,686,684,680,673,664,662,715,698,697,697,683,680,687,672,708,701,705,704,700,688,682,687,717,694,714,694,687,689,687,686,728,722,708,712,708,704,705,710,5,4,4,4,4,3,4,5,5,4,4,4,4,3,4,4,6,5,4,5,4,5,4,4,6,4,5,4,4,4,4,4,6,4,4,5,5,5,4,4,5,6,4,5,6,4,6,5,8,7,6,5,4,5,5,6,8,7,4,7,5,5,6,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,681,685,670,668,663,659,654,648,679,678,678,669,661,657,667,654,685,675,680,677,675,668,654,659,701,684,687,675,677,673,672,667,707,687,706,689,689,674,679,669,711,709,698,696,698,689,675,679,728,710,703,693,699,691,690,696,719,725,708,688,711,701,703,681,6,4,4,4,4,4,4,5,5,5,4,5,4,3,4,4,7,5,5,5,4,4,4,4,6,4,5,4,4,4,5,4,6,4,5,5,5,4,5,4,5,5,5,5,5,4,6,6,6,7,5,6,5,5,6,7,7,7,5,7,6,6,6,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
22,673,676,665,660,662,652,657,662,687,680,677,672,666,664,664,657,682,681,681,676,672,668,667,662,688,689,690,684,675,674,670,671,704,696,697,696,686,673,667,675,700,701,693,699,693,682,678,683,721,688,709,704,695,694,694,677,719,725,717,694,709,698,712,688,5,4,4,4,3,3,4,4,5,4,4,4,4,4,3,4,7,5,5,4,3,4,5,4,5,4,5,4,4,4,5,5,6,4,4,5,5,4,4,5,5,5,5,5,6,5,5,5,5,7,5,6,5,5,5,6,8,8,5,8,5,4,6,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,681,674,671,663,667,657,652,652,688,677,679,669,667,665,663,660,690,693,681,675,662,668,657,661,710,686,682,681,675,677,672,670,689,689,689,689,690,675,676,670,714,713,698,698,690,688,684,679,717,691,714,701,702,687,691,693,710,710,723,715,699,707,691,709,5,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,6,6,5,5,3,4,4,4,6,4,4,4,4,5,5,4,7,5,4,5,6,5,5,5,6,5,5,6,7,5,5,5,6,9,6,6,5,5,7,7,7,7,7,7,6,6,6,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,677,666,657,663,653,646,655,649,675,683,676,668,666,661,654,657,709,684,678,671,672,660,663,657,702,687,698,689,682,677,663,670,715,711,686,688,683,686,683,668,720,694,707,697,692,688,694,679,728,703,713,705,697,684,699,688,726,720,720,701,705,701,696,693,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,7,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,7,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,6,5,5,7,5,4,5,6,9,9,6,7,6,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,687,677,664,663,656,659,651,645,681,671,671,669,670,661,660,648,693,681,686,674,675,663,668,664,697,680,688,685,682,680,676,663,715,695,698,696,676,684,674,683,709,695,703,702,692,688,689,678,709,721,716,705,693,690,691,695,715,724,709,709,700,713,699,674,6,5,4,4,4,4,4,4,5,4,4,5,5,4,5,4,6,5,4,5,4,4,4,4,7,4,5,4,4,5,4,5,7,5,4,5,5,5,5,5,5,5,5,6,7,5,5,5,7,7,5,6,5,6,6,6,8,7,5,6,6,6,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,674,683,665,663,655,657,655,653,684,679,681,668,660,668,653,652,692,677,684,675,667,666,663,658,704,679,691,685,679,673,660,656,702,691,692,700,688,687,680,672,707,708,707,695,690,684,674,684,710,706,701,711,696,688,682,705,733,733,717,697,702,689,699,683,5,5,5,4,4,3,4,5,5,4,4,4,4,4,4,3,7,5,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,5,4,4,5,5,4,5,5,6,6,5,6,5,5,5,6,6,6,7,5,4,5,7,6,8,6,6,5,6,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27,664,680,667,661,658,657,653,659,662,684,675,671,673,660,654,655,690,699,681,679,675,671,666,662,694,694,690,689,673,681,668,657,710,700,692,692,682,689,683,668,713,691,697,703,692,694,685,691,716,715,708,702,710,686,688,695,727,705,717,698,706,697,699,706,5,4,5,4,4,4,4,6,5,5,4,4,5,4,4,4,6,6,5,5,4,5,4,5,7,5,5,5,5,5,4,6,7,5,5,5,5,4,4,4,6,4,5,5,6,5,5,5,6,7,5,5,6,5,6,6,8,8,6,7,5,7,6,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
28,675,676,672,665,656,656,651,655,683,674,673,665,658,653,659,652,696,685,670,684,674,666,665,667,685,694,691,686,675,677,668,670,707,696,692,685,683,678,680,673,705,699,707,698,699,683,678,694,723,713,707,702,687,701,678,685,723,709,716,723,704,698,691,683,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,6,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,6,4,4,4,4,4,4,4,5,5,5,5,6,5,4,6,6,6,5,6,5,5,5,7,7,8,5,9,5,5,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,674,676,666,662,664,660,651,650,682,676,676,670,666,656,656,660,701,691,684,682,672,663,663,663,694,682,693,687,687,670,673,668,692,698,694,697,682,684,671,671,708,705,699,694,687,684,679,686,719,716,699,691,691,687,698,678,728,728,713,698,708,700,708,690,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,6,6,6,5,4,4,5,5,5,4,5,4,4,4,5,7,6,4,6,5,5,5,5,5,4,6,5,5,5,4,5,6,5,6,7,6,5,6,6,6,8,9,6,8,7,5,7,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
