frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15
0,680,670,664,656,694,681,675,666,705,700,692,681,718,714,700,700,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,678,671,664,653,694,681,675,672,704,698,690,682,717,716,704,693,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,678,673,660,654,690,688,675,670,704,695,691,681,714,708,701,694,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,681,675,665,659,694,685,675,671,702,697,690,682,716,711,703,693,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,681,673,661,657,690,686,676,669,702,698,692,679,722,711,705,697,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,678,673,661,657,700,686,677,672,702,700,691,680,714,711,699,697,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,679,671,660,653,694,690,677,668,703,698,690,679,720,712,703,692,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,677,672,664,655,696,687,676,669,707,699,688,683,715,711,701,688,2,2,2,2,3,2,2,2,2,2,2,2,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,677,668,662,658,693,683,677,669,708,697,688,684,719,710,700,695,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,681,671,663,658,691,687,678,668,705,698,690,685,715,706,699,692,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,676,669,661,653,694,683,676,670,703,698,689,678,711,709,704,695,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,678,673,667,657,694,688,678,669,704,696,688,684,722,708,695,696,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,678,674,662,655,691,683,675,668,708,699,689,682,715,714,698,695,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,680,672,667,654,691,691,680,671,707,696,692,681,723,713,702,692,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,681,671,665,656,693,687,675,669,704,697,688,681,714,714,698,698,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,680,672,667,656,692,684,676,673,708,699,689,684,721,707,699,694,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,680,675,664,656,694,690,673,667,706,697,689,686,714,708,702,700,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,679,670,666,654,697,683,678,672,703,701,687,683,721,710,700,696,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,676,673,659,659,691,682,675,670,708,701,692,680,716,712,703,695,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,680,672,662,655,698,685,678,673,700,697,688,678,715,712,704,698,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,681,665,659,657,693,685,677,668,710,697,687,684,718,710,697,690,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,680,671,665,654,699,682,678,668,708,697,691,684,718,712,699,696,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
22,682,674,661,658,693,683,678,666,702,699,693,682,718,710,701,697,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,680,674,666,661,691,685,679,670,705,696,691,679,719,710,704,691,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,678,669,664,658,695,686,671,670,702,696,683,678,720,707,697,691,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,678,674,663,656,696,684,675,670,707,696,692,679,721,706,701,698,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,675,672,664,656,695,687,678,664,704,696,688,678,720,713,699,699,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27,677,670,667,655,694,683,676,667,704,699,688,682,721,704,701,693,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
28,682,672,662,659,692,683,674,670,705,702,687,685,718,710,701,696,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,680,675,663,656,695,688,675,669,703,699,691,680,711,711,701,693,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
30,675,672,663,654,691,689,679,665,704,696,689,680,716,710,698,692,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
31,677,673,666,656,703,686,677,668,703,697,688,682,709,712,698,693,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32,677,669,663,655,694,689,674,670,700,697,687,686,719,710,700,694,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33,679,673,662,659,692,685,677,668,709,701,686,678,723,714,702,700,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34,678,672,663,655,699,683,675,670,706,696,689,682,719,706,701,694,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35,679,670,662,659,691,684,676,668,708,700,693,682,726,715,702,697,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36,681,671,661,656,689,687,676,667,703,703,688,679,725,714,705,689,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37,681,671,665,657,698,689,678,671,706,700,690,676,713,712,705,698,2,2,2,2,3,2,2,2,3,2,2,2,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
38,684,672,662,655,694,687,676,669,710,701,688,681,715,711,698,695,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
39,678,674,663,657,695,683,676,671,701,696,690,687,716,714,701,690,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40,680,670,662,657,689,684,675,668,706,699,689,681,717,708,698,694,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
41,680,673,662,660,693,683,675,671,707,702,692,682,720,712,700,695,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
42,684,673,663,657,694,686,676,669,704,700,693,678,717,707,698,691,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
