frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15
0,480,475,469,464,491,484,476,470,498,489,486,479,506,502,494,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,479,476,469,464,490,483,477,472,495,490,484,479,507,500,494,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,481,473,471,464,488,482,480,473,497,490,486,481,507,500,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,481,474,468,464,490,483,477,472,498,488,484,478,504,499,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,480,475,470,465,491,484,479,472,498,491,485,478,505,499,494,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,479,474,470,463,490,483,477,472,497,488,484,480,503,500,491,485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,480,475,469,465,488,485,477,472,497,490,485,478,503,498,496,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,481,474,470,463,489,484,477,470,496,490,485,478,504,500,490,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,480,475,470,463,487,484,476,471,496,489,485,480,505,500,492,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,481,473,469,466,489,482,476,471,497,490,484,479,505,497,494,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,480,477,469,463,489,484,478,472,499,494,485,480,503,501,492,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,481,475,470,464,490,482,476,471,499,490,484,478,502,500,494,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,480,475,468,464,491,485,478,470,498,491,484,481,505,498,493,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,481,476,469,464,487,483,477,471,498,491,485,479,504,500,489,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,480,476,472,464,491,484,478,472,495,492,486,480,506,500,491,485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,479,474,470,464,491,483,477,471,497,493,485,478,505,500,496,485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,481,473,469,463,492,482,478,469,497,490,486,479,503,499,493,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,480,475,468,464,487,484,477,471,495,490,485,477,503,498,494,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,481,474,470,463,490,484,477,470,496,491,485,481,506,500,495,488,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,480,474,469,463,491,483,477,471,497,491,485,478,501,500,490,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,482,474,470,464,490,484,479,472,497,491,487,479,504,499,494,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,479,476,467,464,491,484,476,471,497,490,485,478,506,501,494,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
22,482,474,469,464,487,486,478,470,498,491,487,480,505,499,491,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,481,476,469,462,492,483,477,472,497,491,485,481,508,500,493,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
