frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,dist_z16,dist_z17,dist_z18,dist_z19,dist_z20,dist_z21,dist_z22,dist_z23,dist_z24,dist_z25,dist_z26,dist_z27,dist_z28,dist_z29,dist_z30,dist_z31,dist_z32,dist_z33,dist_z34,dist_z35,dist_z36,dist_z37,dist_z38,dist_z39,dist_z40,dist_z41,dist_z42,dist_z43,dist_z44,dist_z45,dist_z46,dist_z47,dist_z48,dist_z49,dist_z50,dist_z51,dist_z52,dist_z53,dist_z54,dist_z55,dist_z56,dist_z57,dist_z58,dist_z59,dist_z60,dist_z61,dist_z62,dist_z63,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,sigma_z16,sigma_z17,sigma_z18,sigma_z19,sigma_z20,sigma_z21,sigma_z22,sigma_z23,sigma_z24,sigma_z25,sigma_z26,sigma_z27,sigma_z28,sigma_z29,sigma_z30,sigma_z31,sigma_z32,sigma_z33,sigma_z34,sigma_z35,sigma_z36,sigma_z37,sigma_z38,sigma_z39,sigma_z40,sigma_z41,sigma_z42,sigma_z43,sigma_z44,sigma_z45,sigma_z46,sigma_z47,sigma_z48,sigma_z49,sigma_z50,sigma_z51,sigma_z52,sigma_z53,sigma_z54,sigma_z55,sigma_z56,sigma_z57,sigma_z58,sigma_z59,sigma_z60,sigma_z61,sigma_z62,sigma_z63,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15,status_z16,status_z17,status_z18,status_z19,status_z20,status_z21,status_z22,status_z23,status_z24,status_z25,status_z26,status_z27,status_z28,status_z29,status_z30,status_z31,status_z32,status_z33,status_z34,status_z35,status_z36,status_z37,status_z38,status_z39,status_z40,status_z41,status_z42,status_z43,status_z44,status_z45,status_z46,status_z47,status_z48,status_z49,status_z50,status_z51,status_z52,status_z53,status_z54,status_z55,status_z56,status_z57,status_z58,status_z59,status_z60,status_z61,status_z62,status_z63
0,674,676,663,653,666,653,652,647,679,679,688,657,668,664,664,654,701,684,679,674,666,660,662,663,695,693,687,691,672,666,673,671,718,699,699,691,687,689,687,664,721,698,706,685,700,676,691,668,705,699,702,712,701,690,695,695,729,725,718,688,717,701,701,687,6,5,5,5,5,5,5,6,5,5,5,6,5,5,5,6,7,6,6,7,4,5,6,6,7,6,7,4,5,4,5,7,8,6,5,6,6,5,6,5,8,7,6,8,5,6,7,5,7,7,7,8,7,6,6,7,10,13,8,8,6,6,7,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,688,682,665,655,655,656,650,651,684,684,663,663,666,660,660,661,678,687,680,676,665,664,659,666,695,682,681,675,684,677,676,667,692,700,686,684,691,671,679,683,725,713,707,703,704,681,694,681,710,721,696,693,688,696,689,672,718,727,712,704,706,682,697,697,7,5,4,6,4,4,5,6,6,6,5,5,4,5,5,5,8,7,5,6,5,4,4,5,8,5,6,5,5,5,4,5,7,5,5,6,7,6,5,6,8,6,6,6,7,6,7,6,9,10,7,7,5,6,7,8,11,10,6,8,6,6,7,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,685,681,675,663,656,648,642,652,678,681,673,661,666,669,657,654,689,685,682,663,666,671,671,664,697,693,694,679,682,676,672,667,707,696,690,683,683,683,678,675,708,699,699,683,684,691,690,697,708,702,703,701,692,685,689,688,711,700,717,706,715,690,699,703,7,5,5,5,5,5,5,4,6,6,4,5,5,6,6,5,7,7,6,5,4,6,5,6,6,6,6,5,5,5,6,6,8,5,6,6,6,6,6,6,5,7,6,7,7,5,7,6,7,7,6,9,5,6,6,7,10,10,7,9,7,8,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,680,666,668,657,661,652,653,645,690,677,676,657,665,657,655,657,685,693,681,667,667,666,667,659,712,694,684,689,681,679,670,665,700,703,696,684,691,668,672,671,710,700,708,708,696,684,686,684,725,715,707,697,698,687,681,670,727,704,703,709,697,705,706,700,7,6,5,4,5,5,5,5,6,5,4,5,5,5,4,5,8,7,5,6,5,5,5,6,6,5,6,5,5,5,5,6,8,6,6,5,7,5,5,6,7,6,5,6,7,6,7,7,6,8,7,6,7,6,8,7,9,10,7,7,8,7,7,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,675,676,666,648,659,642,649,649,683,683,678,665,659,655,648,648,688,688,688,686,676,656,660,657,684,689,684,674,678,685,678,666,713,705,694,689,683,679,678,667,699,699,694,697,700,688,679,689,715,720,690,700,693,703,695,691,736,746,709,711,688,692,697,686,6,5,5,5,5,5,5,6,7,6,5,5,5,5,5,5,11,8,7,5,4,5,5,5,7,6,6,5,6,6,5,6,8,6,6,5,6,5,6,5,5,8,6,6,6,5,6,7,8,10,6,7,6,5,7,7,10,9,7,8,6,8,8,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,661,685,676,665,655,645,659,654,692,672,672,678,662,658,666,650,685,674,683,677,668,677,658,662,686,691,698,686,683,668,675,674,715,704,695,686,686,681,684,666,722,701,700,698,706,682,674,680,707,715,714,691,691,686,695,676,742,733,722,696,696,695,703,679,6,5,5,5,4,5,5,5,6,6,4,6,5,4,4,4,7,6,5,6,4,6,6,5,7,7,7,5,5,5,6,6,7,6,5,7,6,5,5,5,7,6,5,6,6,5,6,7,8,10,7,6,6,6,6,7,13,12,6,8,7,8,6,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,680,669,664,655,660,656,649,657,690,680,667,668,670,656,666,640,686,677,680,673,671,656,667,661,694,690,692,680,674,664,670,653,713,701,695,688,689,672,671,666,715,702,694,696,693,679,688,688,726,696,694,708,700,696,690,695,724,735,714,705,713,696,705,684,7,6,5,5,5,6,6,6,7,6,6,5,6,4,5,5,9,7,6,6,5,4,5,6,8,6,7,5,4,4,7,6,8,6,5,5,6,5,5,5,7,6,6,6,7,7,6,9,7,12,6,6,7,7,9,8,11,12,7,10,8,7,8,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,684,673,668,666,662,657,662,652,677,684,664,669,661,663,657,660,680,698,680,675,670,670,669,664,689,689,679,673,685,681,674,666,696,699,690,688,686,677,677,684,695,704,702,696,688,691,682,676,714,717,711,692,688,697,690,689,733,720,703,708,702,708,693,697,4,5,5,4,4,5,5,5,8,5,5,6,5,4,5,5,7,8,5,6,4,5,4,5,7,5,6,5,6,6,5,6,8,5,6,6,6,5,5,7,7,7,5,7,6,6,6,6,8,8,6,6,6,6,9,9,11,8,6,8,7,7,6,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,677,675,664,661,653,653,653,647,683,681,668,674,667,665,655,652,689,692,669,687,674,663,658,660,705,695,693,686,672,676,677,675,709,705,692,692,694,683,670,665,703,706,699,687,699,693,681,682,716,711,708,705,708,702,681,674,724,722,700,693,696,707,697,663,7,5,6,4,5,6,5,6,6,7,6,5,6,5,6,5,8,8,6,7,4,5,5,5,7,7,6,6,5,6,4,6,8,6,6,5,5,6,5,6,7,6,7,6,9,6,6,9,9,9,7,8,7,8,8,9,10,8,7,8,8,7,8,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,688,683,670,672,660,659,657,646,676,685,681,670,663,670,664,660,684,691,678,665,671,663,667,663,689,697,675,678,676,666,679,669,705,686,695,693,691,685,666,673,709,694,708,690,683,685,700,683,724,698,707,700,689,691,697,688,716,733,706,699,705,694,701,700,6,6,5,6,4,5,4,6,6,5,5,5,5,5,5,5,8,7,6,5,4,5,5,5,6,7,6,5,5,5,5,6,7,5,5,5,6,6,5,5,8,6,5,7,7,5,8,6,9,8,7,6,5,6,6,7,10,11,7,10,7,8,6,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
