frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15
0,477,471,467,460,487,481,475,469,495,487,483,478,504,497,493,485,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,478,473,469,463,487,483,476,469,499,488,485,476,497,496,490,485,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,478,474,466,461,488,482,475,469,497,490,485,478,502,499,489,485,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,479,473,467,462,491,480,476,470,494,489,484,477,502,497,491,486,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,480,474,466,461,489,481,475,469,494,488,482,478,502,497,487,487,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,480,472,469,463,485,483,476,471,494,489,486,478,504,498,493,487,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,478,473,465,465,489,480,476,470,491,490,481,477,506,498,489,485,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,479,474,469,460,488,480,475,470,495,487,487,478,502,497,491,485,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,481,471,466,461,487,479,477,467,494,490,481,476,506,496,489,483,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,481,472,469,461,491,482,477,470,495,490,483,475,506,499,494,487,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,479,473,470,460,489,480,475,470,495,490,482,477,503,497,493,484,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,480,473,468,464,491,483,477,471,496,489,484,477,505,501,490,482,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,480,474,467,463,487,481,475,470,495,489,481,476,501,497,492,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,476,472,465,462,490,480,477,471,497,490,482,478,499,501,493,487,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,479,472,466,460,486,481,475,470,494,488,484,477,500,498,490,488,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,478,475,465,462,486,481,476,471,495,486,482,477,505,496,487,486,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,482,472,467,462,490,483,474,469,497,488,484,477,502,495,490,489,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,482,473,468,462,489,481,475,470,494,488,483,477,503,498,489,485,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,477,473,467,461,487,481,475,469,497,489,486,476,506,497,489,485,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,477,473,467,461,485,480,477,471,496,490,483,475,503,501,491,485,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,478,473,467,461,488,480,473,467,495,490,484,476,500,497,493,484,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,482,474,467,462,489,481,472,470,497,488,485,476,507,501,492,486,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
22,477,475,466,460,489,480,475,469,497,487,483,478,507,499,491,483,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,476,475,467,460,489,480,474,470,496,487,483,480,502,496,490,487,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,477,471,467,462,488,481,476,470,494,489,482,475,506,496,488,489,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,480,474,468,461,489,481,476,472,496,486,482,478,505,497,490,489,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,476,473,469,462,491,481,475,469,497,491,483,477,505,496,492,482,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27,479,472,470,462,485,481,475,470,493,488,486,476,499,500,490,484,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
28,479,475,467,464,488,482,474,470,495,490,482,478,501,497,488,489,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,477,473,468,463,489,481,475,465,494,490,484,478,505,498,490,488,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
30,479,473,465,461,488,479,475,468,494,490,482,478,501,498,490,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
31,478,473,469,461,486,481,476,469,496,488,484,477,505,495,492,485,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32,477,472,468,463,486,481,474,470,493,489,485,477,502,499,488,483,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33,479,474,469,461,491,482,478,469,495,488,483,477,510,499,491,486,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34,481,472,464,465,489,480,475,467,495,487,482,476,503,496,489,484,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35,481,475,470,464,491,485,476,470,497,491,485,478,505,497,491,488,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36,480,475,468,461,489,482,476,472,494,487,483,477,500,497,490,481,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37,478,471,468,463,490,483,475,472,497,490,485,476,503,499,490,485,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
38,479,473,467,461,486,480,476,468,495,486,484,479,505,496,488,486,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
39,479,475,467,460,487,485,475,472,497,488,482,476,507,497,496,488,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40,479,475,467,461,489,480,475,469,494,490,481,478,507,497,488,482,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
41,479,474,466,461,486,482,476,469,497,487,484,478,505,499,487,486,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
42,478,473,467,461,489,480,475,467,494,490,483,477,500,500,491,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
43,479,474,469,463,491,482,475,470,494,488,483,477,509,499,493,484,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
44,477,472,468,461,486,480,473,468,495,489,484,476,503,497,492,487,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
45,477,474,467,463,486,480,475,469,493,487,485,475,506,497,492,486,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
46,477,473,467,460,490,480,475,471,493,488,483,479,504,499,488,484,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47,478,475,467,461,487,481,476,469,496,487,482,478,504,494,488,488,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48,481,473,467,462,485,480,475,468,497,490,482,478,506,498,488,487,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
49,478,475,468,465,487,481,476,468,496,490,481,477,501,497,493,487,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
50,479,474,465,462,489,482,473,469,496,488,483,476,501,497,492,483,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
51,479,474,468,461,488,480,475,468,493,486,484,478,504,497,491,485,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
52,481,474,465,461,487,480,473,469,494,489,486,478,504,497,489,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
53,479,475,467,462,485,481,474,469,495,488,480,479,506,497,490,487,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
54,477,473,468,460,487,481,474,468,497,488,482,475,504,499,493,485,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
55,476,475,472,459,486,482,475,468,494,486,482,477,507,497,493,483,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
56,478,473,468,463,489,481,477,468,496,491,482,475,498,495,493,486,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
57,478,473,467,462,489,479,476,470,495,490,482,479,502,500,490,487,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
58,479,473,468,462,487,480,476,469,493,489,484,478,503,496,489,487,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
59,480,475,469,463,491,481,475,470,499,488,484,480,504,497,493,483,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
60,480,471,464,464,489,478,475,468,494,488,483,477,501,496,488,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
61,480,473,469,464,490,480,477,469,493,489,483,476,503,496,491,488,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
62,478,474,467,462,488,484,474,472,495,487,482,478,503,497,487,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
63,476,473,468,464,488,482,475,473,493,488,482,476,508,498,491,487,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
64,480,473,466,462,486,482,475,468,497,488,481,477,506,497,488,488,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
65,478,474,468,463,485,482,477,471,495,489,485,478,504,499,488,489,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
66,481,474,468,458,491,481,474,470,495,490,484,476,506,497,491,485,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
67,479,474,466,462,487,481,476,469,494,491,484,479,504,499,493,486,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
68,477,475,466,464,488,484,475,467,496,491,483,477,502,497,491,484,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
69,479,475,464,461,489,485,475,467,498,489,481,477,502,498,491,485,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
70,479,474,467,462,489,481,474,471,495,488,483,476,504,497,490,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
71,478,475,467,461,488,480,475,472,495,488,486,476,509,501,491,486,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
72,480,472,466,461,485,480,476,471,492,487,483,478,502,494,490,485,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
73,477,471,468,463,485,481,477,469,495,490,485,477,502,497,492,487,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
74,479,476,467,461,488,481,474,468,494,491,485,476,506,496,492,486,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
75,481,478,467,461,490,481,478,470,496,490,483,478,502,498,491,489,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
76,478,472,469,460,485,482,477,468,496,488,483,478,503,498,491,485,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
77,478,475,467,462,485,481,475,467,496,490,485,478,505,499,491,485,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
78,480,475,467,462,489,480,475,468,497,486,483,477,504,498,491,484,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
79,478,473,465,460,487,479,476,471,495,490,482,476,502,499,492,484,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
