frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15
0,678,670,662,656,692,685,678,668,703,700,691,685,713,707,702,688,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,676,672,661,657,692,685,678,671,703,699,689,685,714,709,698,693,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,680,670,664,656,696,687,678,668,704,697,690,682,714,709,701,695,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,680,673,663,658,697,684,675,672,707,693,691,678,719,709,700,695,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,676,671,662,655,688,687,675,668,704,699,691,678,720,711,700,694,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,680,671,665,656,688,685,676,669,707,695,689,681,721,710,700,692,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,678,674,662,655,691,683,677,671,704,697,691,684,720,711,704,695,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,677,672,663,656,694,685,676,669,706,698,691,685,719,711,698,693,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,680,670,664,657,691,683,677,669,707,699,688,681,719,708,700,691,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,678,674,661,654,696,684,677,668,708,700,689,683,720,710,701,695,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,677,674,664,654,692,684,678,669,708,701,691,679,720,711,700,694,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,679,674,663,657,693,687,677,668,704,697,688,682,719,712,701,693,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,678,673,663,656,691,684,678,668,702,698,689,680,722,709,698,694,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,678,671,662,658,696,683,679,668,708,700,688,683,714,711,700,696,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,681,672,664,656,693,685,675,670,705,697,688,684,720,711,699,698,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,678,674,662,658,694,684,677,669,708,695,692,683,717,708,703,692,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,678,672,664,655,690,682,676,670,703,699,692,678,722,711,700,694,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,681,672,661,656,692,687,677,670,704,699,686,680,722,713,698,696,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,679,672,662,658,690,684,676,667,703,699,689,685,717,709,701,693,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,679,673,664,657,691,686,677,671,706,698,692,681,715,711,701,695,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,680,671,664,658,692,684,674,668,704,700,691,683,719,710,699,692,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,682,670,665,659,698,685,676,670,703,698,689,681,719,711,700,698,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
22,679,670,662,657,693,686,673,668,701,698,689,680,715,710,703,692,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,679,672,663,656,695,683,676,670,705,696,690,682,721,710,702,692,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,680,672,664,656,690,684,678,669,706,697,690,682,711,711,702,688,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,679,671,662,656,699,684,677,668,702,697,688,683,717,710,701,691,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,680,670,660,656,693,683,676,668,705,699,689,679,718,713,698,693,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27,680,668,664,653,695,682,676,670,704,697,688,682,723,712,702,700,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
28,677,674,667,655,692,685,677,668,708,698,689,683,719,712,698,692,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,679,673,664,655,695,682,676,669,705,698,692,679,716,712,699,694,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
30,679,673,663,655,692,685,675,671,705,695,690,680,714,710,703,694,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
31,682,673,663,657,696,682,676,670,706,700,688,681,718,709,701,694,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32,679,673,662,656,693,686,676,669,703,699,691,683,718,711,701,693,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33,679,671,664,659,691,685,676,669,705,698,689,681,721,711,699,690,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34,680,670,663,658,691,682,677,670,701,698,690,679,715,712,704,695,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35,676,672,664,656,690,683,677,670,706,698,688,681,717,711,702,694,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36,681,672,662,655,694,685,675,670,703,699,690,680,718,711,700,697,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37,680,672,663,656,691,688,676,671,709,698,690,680,720,711,702,692,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
