frame,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9,dist_z10,dist_z11,dist_z12,dist_z13,dist_z14,dist_z15,sigma_z0,sigma_z1,sigma_z2,sigma_z3,sigma_z4,sigma_z5,sigma_z6,sigma_z7,sigma_z8,sigma_z9,sigma_z10,sigma_z11,sigma_z12,sigma_z13,sigma_z14,sigma_z15,status_z0,status_z1,status_z2,status_z3,status_z4,status_z5,status_z6,status_z7,status_z8,status_z9,status_z10,status_z11,status_z12,status_z13,status_z14,status_z15
0,478,474,469,462,488,483,476,471,496,489,487,479,504,497,491,485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,479,475,469,464,490,483,476,471,496,490,484,480,505,498,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,479,473,469,461,489,483,475,470,497,492,484,477,504,499,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,481,474,469,464,490,482,477,471,496,490,485,479,507,498,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,480,474,469,461,488,484,478,469,495,489,484,477,505,497,492,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,481,475,469,464,489,483,477,470,497,490,485,479,505,497,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,479,474,469,463,490,484,476,472,497,490,485,479,503,497,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,480,474,469,464,491,484,477,470,498,489,485,479,504,498,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,478,474,469,463,489,482,477,470,497,488,485,478,505,500,492,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,481,476,469,462,488,483,477,471,496,488,484,479,505,499,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,479,474,468,463,489,483,477,471,496,489,484,479,505,497,489,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,480,473,468,462,489,482,476,471,496,490,486,478,503,497,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,479,475,468,463,488,482,476,471,496,489,485,478,502,497,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,480,475,469,464,489,483,476,471,498,491,485,479,503,500,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,480,475,468,462,490,484,478,470,497,489,485,477,503,499,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,481,475,469,464,490,484,476,470,497,490,485,477,506,496,493,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,480,475,469,463,489,482,476,470,496,490,485,478,502,497,493,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,480,476,470,462,490,482,476,471,496,491,485,477,505,499,491,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,480,475,468,463,486,483,477,470,497,490,484,478,502,497,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,480,475,469,461,489,483,477,470,497,491,486,477,503,498,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,480,474,469,462,489,482,476,469,497,491,484,477,504,499,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,481,475,470,464,490,482,476,471,497,489,486,479,503,499,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
22,480,474,469,463,487,483,477,470,496,489,485,478,505,497,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,480,475,469,463,490,483,476,471,496,490,485,478,505,498,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,478,474,470,463,489,483,477,471,497,488,484,477,505,499,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,480,473,469,462,489,484,476,471,498,490,484,479,505,498,493,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,480,474,468,462,489,484,477,469,498,489,485,477,504,499,493,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27,480,475,469,463,491,483,477,471,497,490,484,479,502,497,490,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
28,480,475,468,462,486,483,476,471,497,489,485,479,505,499,494,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,480,475,469,464,489,483,476,472,495,489,484,480,504,499,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
30,479,475,470,463,489,483,476,470,497,490,484,480,503,498,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
31,480,474,469,463,488,483,476,470,498,490,484,479,503,497,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32,479,474,467,463,488,483,476,470,496,489,484,478,503,499,490,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33,480,475,467,464,488,483,476,471,497,490,484,478,505,498,493,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34,479,473,468,463,487,483,476,471,497,490,484,477,502,497,494,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35,481,475,468,463,487,484,477,471,495,490,486,477,503,499,493,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36,480,475,469,463,489,482,477,470,497,489,485,479,506,499,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37,480,474,468,463,488,482,477,471,495,490,485,477,505,498,493,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
38,480,474,468,463,490,483,476,470,495,490,484,477,503,498,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
39,480,475,469,464,487,483,477,470,496,491,484,478,506,498,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40,479,474,469,464,488,482,476,471,496,489,484,479,505,499,492,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
41,480,475,468,463,490,483,478,471,498,490,485,478,502,498,494,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
42,480,474,468,464,489,482,477,471,497,489,484,478,504,498,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
43,480,475,469,465,490,482,477,471,496,491,485,478,504,499,494,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
44,479,475,468,462,489,483,476,471,496,489,483,478,503,499,492,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
45,479,475,469,462,490,484,476,471,497,489,485,477,505,498,493,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
46,479,473,470,463,488,483,476,470,497,491,486,477,504,498,491,485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47,480,475,468,463,490,483,477,471,498,490,484,480,505,499,490,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48,480,474,469,464,490,483,477,470,497,489,485,477,504,498,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
49,480,473,468,463,489,482,477,470,498,490,485,478,505,498,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
50,480,475,469,462,489,483,476,471,497,490,484,478,503,498,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
51,481,474,468,464,490,483,477,471,497,489,485,479,505,498,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
52,480,475,467,461,490,482,476,471,496,490,485,478,506,498,490,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
53,480,475,470,464,488,483,478,470,495,490,485,478,505,501,493,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
54,480,474,469,464,489,483,477,470,497,490,486,478,504,498,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
55,480,475,469,463,491,484,477,471,497,489,485,477,504,498,494,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
56,479,475,469,463,489,483,476,470,497,490,485,478,505,497,491,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
57,481,475,470,464,491,483,477,470,497,490,484,478,505,498,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
58,480,474,468,462,490,482,477,470,496,490,485,478,505,499,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
59,481,475,469,462,489,485,476,469,497,490,484,479,505,498,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
60,481,474,467,463,488,483,477,471,496,489,484,479,505,497,492,488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
61,481,475,469,464,491,482,476,472,497,490,484,478,504,498,491,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
62,480,476,468,464,489,483,476,469,497,490,485,477,505,499,489,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
63,480,474,469,463,488,482,477,472,496,490,484,477,506,500,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
64,481,473,469,464,488,483,477,469,498,490,484,478,505,498,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
65,480,475,468,464,489,484,476,470,497,489,484,478,504,498,493,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
66,480,474,469,462,488,482,475,471,496,490,486,479,504,499,492,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
67,480,474,470,463,489,483,479,472,497,491,484,478,503,499,491,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
68,479,474,469,463,488,482,477,469,498,489,484,477,505,500,491,487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
